,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate
133244390,8244 E MAGEE HILL LP,183235.0,215305.0,604607.0,MAGEE HILL,LP,0.0,0.0,TUC,0.0,,32.2337803947,-110.816149179,0.0,183235.0,1.0,PC DSD GIS,U,E MAGEE HILL LP,E,MAGEE,MAGEE HILL LP,8244.0,,E141509,1040285.0,450522.0,TUCSON,85710,POINT (-110.816149179155 32.23378039473538),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244400,8269 E KENNEDY KNOLL PL,183891.0,214638.0,604622.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2334581471,-110.816078953,0.0,183891.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8269.0,,E141509,1040308.0,450405.0,TUCSON,85710,POINT (-110.8160789532119 32.2334581471248),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244410,8277 E KENNEDY KNOLL PL,183874.0,214655.0,604623.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2334677798,-110.81586998,0.0,183874.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8277.0,,E141509,1040373.0,450410.0,TUCSON,85710,POINT (-110.815869979992 32.23346777986414),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244420,8285 E KENNEDY KNOLL PL,183880.0,214649.0,604624.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2334624566,-110.81569712,0.0,183880.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8285.0,,E141509,1040426.0,450408.0,TUCSON,85710,POINT (-110.8156971198579 32.23346245662621),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244430,8293 E KENNEDY KNOLL PL,183864.0,214665.0,604625.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2334687209,-110.81553984,0.0,183864.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8293.0,,E141509,1040475.0,450411.0,TUCSON,85710,POINT (-110.8155398397021 32.23346872093277),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244440,8296 E KENNEDY KNOLL PL,185155.0,213361.0,604626.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2327713166,-110.815461229,0.0,185155.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8296.0,,E141509,1040502.0,450158.0,TUCSON,85710,POINT (-110.8154612290156 32.23277131663941),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244450,8288 E KENNEDY KNOLL PL,185119.0,213398.0,604627.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2327941342,-110.815615349,0.0,185119.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8288.0,,E141509,1040454.0,450165.0,TUCSON,85710,POINT (-110.8156153488006 32.23279413424719),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244460,8280 E KENNEDY KNOLL PL,184877.0,213642.0,604628.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.2329469175,-110.815788676,0.0,184877.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8280.0,,E141509,1040400.0,450220.0,TUCSON,85710,POINT (-110.8157886756398 32.23294691761423),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244470,8272 E KENNEDY KNOLL PL,184838.0,213682.0,604629.0,KENNEDY KNOLL,PL,0.0,0.0,TUC,0.0,,32.232970987,-110.815977029,0.0,184838.0,1.0,PC DSD GIS,U,E KENNEDY KNOLL PL,E,KENNE,KENNEDY KNOLL PL,8272.0,,E141509,1040341.0,450229.0,TUCSON,85710,POINT (-110.8159770294845 32.23297098712172),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244480,832 N ROBB HILL PL,185552.0,212954.0,604630.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2325807016,-110.815930083,0.0,185552.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,832.0,,E141509,1040357.0,450087.0,TUCSON,85710,POINT (-110.8159300829062 32.23258070166254),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244490,824 N ROBB HILL PL,185553.0,212955.0,604631.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2325792737,-110.81576616,0.0,185553.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,824.0,,E141509,1040408.0,450087.0,TUCSON,85710,POINT (-110.8157661597795 32.23257927372637),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244500,811 N ROBB HILL PL,186546.0,211946.0,604632.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2320650997,-110.815521399,0.0,186546.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,811.0,,E141509,1040486.0,449900.0,TUCSON,85710,POINT (-110.8155213989072 32.23206509982127),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244510,819 N ROBB HILL PL,186477.0,212015.0,604633.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2320936529,-110.815676572,0.0,186477.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,819.0,,E141509,1040437.0,449910.0,TUCSON,85710,POINT (-110.8156765719325 32.23209365298204),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244520,827 N ROBB HILL PL,186494.0,211998.0,604634.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2320873679,-110.815831604,0.0,186494.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,827.0,,E141509,1040390.0,449908.0,TUCSON,85710,POINT (-110.8158316038639 32.23208736798605),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244530,835 N ROBB HILL PL,186554.0,211938.0,604635.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.232064997,-110.81600255,0.0,186554.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,835.0,,E141509,1040337.0,449899.0,TUCSON,85710,POINT (-110.8160025502463 32.23206499703147),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244540,843 N ROBB HILL PL,186683.0,211808.0,604636.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2319980438,-110.816259933,0.0,186683.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,843.0,,E141509,1040257.0,449874.0,TUCSON,85710,POINT (-110.8162599329241 32.23199804387603),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244550,851 N ROBB HILL PL,186409.0,212084.0,604637.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2321335723,-110.816315005,0.0,186409.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,851.0,,E141509,1040240.0,449923.0,TUCSON,85710,POINT (-110.8163150045873 32.23213357236899),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244560,859 N ROBB HILL PL,186164.0,212331.0,604638.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2322713352,-110.816352644,0.0,186164.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,859.0,,E141509,1040228.0,449973.0,TUCSON,85710,POINT (-110.8163526440656 32.23227133523388),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244570,867 N ROBB HILL PL,185909.0,212589.0,604639.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2324135806,-110.816357106,0.0,185909.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,867.0,,E141509,1040226.0,450025.0,TUCSON,85710,POINT (-110.8163571057101 32.23241358066443),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244580,875 N ROBB HILL PL,185631.0,212873.0,604640.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2325460564,-110.816390318,0.0,185631.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,875.0,,E141509,1040215.0,450073.0,TUCSON,85710,POINT (-110.8163903179209 32.23254605645954),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244590,883 N ROBB HILL PL,185381.0,213127.0,604641.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2326813698,-110.81642069,0.0,185381.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,883.0,,E141509,1040205.0,450122.0,TUCSON,85710,POINT (-110.8164206897147 32.23268136984445),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244600,891 N ROBB HILL PL,185069.0,213448.0,604642.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2328232213,-110.816434701,0.0,185069.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,891.0,,E141509,1040200.0,450173.0,TUCSON,85710,POINT (-110.8164347008677 32.23282322135262),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244610,899 N ROBB HILL PL,184873.0,213646.0,604643.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2329566804,-110.81647127,0.0,184873.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,899.0,,E141509,1040188.0,450222.0,TUCSON,85710,POINT (-110.8164712701167 32.23295668045936),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244620,907 N ROBB HILL PL,184643.0,213877.0,604644.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.233083794,-110.816491635,0.0,184643.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,907.0,,E141509,1040182.0,450268.0,TUCSON,85710,POINT (-110.8164916350156 32.23308379406026),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244630,949 N ROBB HILL PL,183690.0,214842.0,604993.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2335574733,-110.816601836,0.0,183690.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,949.0,,E141509,1040146.0,450440.0,TUCSON,85710,POINT (-110.8166018364315 32.23355747340867),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244640,959 N ROBB HILL PL,183417.0,215122.0,604992.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.233693551,-110.816610303,0.0,183417.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,959.0,,E141509,1040143.0,450489.0,TUCSON,85710,POINT (-110.8166103027269 32.23369355105366),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244650,969 N ROBB HILL PL,183147.0,215394.0,604620.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2338389842,-110.816630194,0.0,183147.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,969.0,,E141509,1040136.0,450542.0,TUCSON,85710,POINT (-110.8166301936288 32.23383898427541),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244660,979 N ROBB HILL PL,182902.0,215642.0,604619.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2339766248,-110.8166538,0.0,182902.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,979.0,,E141509,1040128.0,450592.0,TUCSON,85710,POINT (-110.8166537996848 32.23397662486833),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244670,989 N ROBB HILL PL,182659.0,215892.0,604618.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2341057059,-110.816680879,0.0,182659.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,989.0,,E141509,1040119.0,450639.0,TUCSON,85710,POINT (-110.8166808786887 32.23410570599192),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244680,999 N ROBB HILL PL,182413.0,216147.0,604617.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2342418129,-110.816692713,0.0,182413.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,999.0,,E141509,1040115.0,450689.0,TUCSON,85710,POINT (-110.8166927134664 32.23424181294367),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244690,1009 N ROBB HILL PL,182194.0,216370.0,604616.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2343909052,-110.816716183,0.0,182194.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,1009.0,,E141509,1040107.0,450743.0,TUCSON,85710,POINT (-110.8167161827821 32.23439090525348),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244700,1019 N ROBB HILL PL,181964.0,216602.0,604615.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2345300207,-110.816744825,0.0,181964.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,1019.0,,E141509,1040098.0,450793.0,TUCSON,85710,POINT (-110.8167448248978 32.23453002082196),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244710,1029 N ROBB HILL PL,181786.0,216784.0,604614.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2346747018,-110.816754872,0.0,181786.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,1029.0,,E141509,1040094.0,450846.0,TUCSON,85710,POINT (-110.8167548716156 32.23467470189055),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244720,1039 N ROBB HILL PL,181560.0,217013.0,604613.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2348150587,-110.816761602,0.0,181560.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,1039.0,,E141509,1040092.0,450897.0,TUCSON,85710,POINT (-110.8167616017458 32.23481505879032),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133244730,1049 N ROBB HILL PL,181334.0,217246.0,604612.0,ROBB HILL,PL,0.0,0.0,TUC,0.0,,32.2349567294,-110.816754842,0.0,181334.0,1.0,PC DSD GIS,U,N ROBB HILL PL,N,ROBB,ROBB HILL PL,1049.0,,E141509,1040093.0,450949.0,TUCSON,85710,POINT (-110.8167548422497 32.23495672943618),20153520616,201512,1650000,Vacant Land,NonPrimary,Warranty Deed,Cash,More than five (5) parcels being sold,No,No,No,No,2015-12-18
133251080,8533 E COLETTE ST,188671.0,209791.0,209279.0,COLETTE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2308472808,-110.810008221,0.0,188671.0,1.0,PC DSD GIS,P,E COLETTE ST,E,COLET,COLETTE ST,8533.0,,E141509,1042195.0,449475.0,TUCSON,85710,POINT (-110.8100082213173 32.23084728083118),20160490307,201512,136000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2016-02-18
133251540,8438 E HAWTHORNE ST,184946.0,213573.0,213054.0,HAWTHORNE,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2328631469,-110.811867933,0.0,184946.0,1.0,PC DSD GIS,P,E HAWTHORNE ST,E,HAWTH,HAWTHORNE ST,8438.0,,E141509,1041612.0,450202.0,TUCSON,85710,POINT (-110.8118679327643 32.23286314693356),20152160211,201508,148000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-08-04
133251700,8418 E 2ND PL,183508.0,215028.0,214492.0,2ND,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2336084226,-110.812530356,0.0,183508.0,1.0,PC DSD GIS,P,E 2ND PL,E,2ND,2ND PL,8418.0,,E141509,1041405.0,450471.0,TUCSON,85710,POINT (-110.8125303562638 32.23360842263556),20151380749,201504,165000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-05-18
133251950,8626 E 4TH ST,190588.0,207848.0,207335.0,4TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2297906229,-110.80795545,0.0,190588.0,1.0,PC DSD GIS,P,E 4TH ST,E,4TH,4TH ST,8626.0,,E141509,1042834.0,449097.0,TUCSON,85710,POINT (-110.8079554498461 32.22979062302051),20152370670,201508,170000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-25
133251960,8618 E 4TH ST,190986.0,207449.0,206937.0,4TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2296074185,-110.80818222,0.0,190986.0,1.0,PC DSD GIS,P,E 4TH ST,E,4TH,4TH ST,8618.0,,E141509,1042764.0,449030.0,TUCSON,85710,POINT (-110.8081822202834 32.22960741859893),20150790171,201503,147000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-20
133252040,709 N CAMINO SECO,190724.0,207712.0,207199.0,CAMINO SECO,,0.0,0.0,TUC,0.0,2000-02-19,32.2297248561,-110.807440056,0.0,190724.0,1.0,PC DSD GIS,P,N CAMINO SECO,N,CAMIN,CAMINO SECO,709.0,,E141509,1042993.0,449075.0,TUCSON,85710,POINT (-110.8074400563503 32.22972485613308),20153490111,201511,125000,Single Family,NonPrimary,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-15
133252050,717 N CAMINO SECO,190271.0,208167.0,207654.0,CAMINO SECO,,0.0,0.0,TUC,0.0,2000-02-19,32.2299527438,-110.807401312,0.0,190271.0,1.0,PC DSD GIS,P,N CAMINO SECO,N,CAMIN,CAMINO SECO,717.0,,E141509,1043004.0,449158.0,TUCSON,85710,POINT (-110.8074013119732 32.22995274383975),20152780091,201510,169500,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-10-05
133253300,8635 E PLACITA PUEBLO BONITO,191403.0,207028.0,206516.0,PLACITA PUEBLO BONITO,,0.0,0.0,TUC,0.0,2000-02-19,32.2293770654,-110.808214121,0.0,191403.0,1.0,PC DSD GIS,P,E PLACITA PUEBLO BONITO,E,PLACI,PLACITA PUEBLO BONITO,8635.0,,E141509,1042755.0,448946.0,TUCSON,85710,POINT (-110.8082141207151 32.2293770654718),20153520108,201512,180000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-18
133253340,8615 E PLACITA PUEBLO BONITO,191484.0,206946.0,206433.0,PLACITA PUEBLO BONITO,,0.0,0.0,TUC,0.0,2000-02-19,32.2293519111,-110.808676046,0.0,191484.0,1.0,PC DSD GIS,P,E PLACITA PUEBLO BONITO,E,PLACI,PLACITA PUEBLO BONITO,8615.0,,E141509,1042612.0,448935.0,TUCSON,85710,POINT (-110.8086760463016 32.22935191121717),20152650552,201509,175000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-22
133253370,8595 E PLACITA PUEBLO BONITO,191705.0,206723.0,206211.0,PLACITA PUEBLO BONITO,,0.0,0.0,TUC,0.0,2000-02-19,32.2292533478,-110.80904387,0.0,191705.0,1.0,PC DSD GIS,P,E PLACITA PUEBLO BONITO,E,PLACI,PLACITA PUEBLO BONITO,8595.0,,E141509,1042499.0,448898.0,TUCSON,85710,POINT (-110.8090438702792 32.2292533479018),20150910345,201504,155000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-04-01
13325352A,8602 E PLACITA PUEBLO BONITO,192054.0,206370.0,205861.0,PLACITA PUEBLO BONITO,,0.0,0.0,TUC,0.0,2000-02-19,32.2290162606,-110.808836754,0.0,192054.0,1.0,PC DSD GIS,P,E PLACITA PUEBLO BONITO,E,PLACI,PLACITA PUEBLO BONITO,8602.0,,E141509,1042564.0,448813.0,TUCSON,85710,POINT (-110.8088367537685 32.22901626063585),20152590182,201508,165000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-16
133260060,8111 E MAGUIRE PL,198906.0,199363.0,198854.0,MAGUIRE,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2244677776,-110.819057956,0.0,198906.0,1.0,PC DSD GIS,P,E MAGUIRE PL,E,MAGUI,MAGUIRE PL,8111.0,,E141509,1039420.0,447125.0,TUCSON,85710,POINT (-110.8190579563023 32.22446777763338),20151620495,201505,115000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-06-11
133260250,349 N KENT DR,196909.0,201401.0,200888.0,KENT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2257649839,-110.818117341,0.0,196909.0,1.0,PC DSD GIS,P,N KENT DR,N,KENT,KENT DR,349.0,,E141509,1039706.0,447600.0,TUCSON,85710,POINT (-110.8181173411615 32.2257649839272),20152510508,201507,115000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-08
133260270,329 N KENT DR,197526.0,200773.0,200260.0,KENT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2253217348,-110.818055777,0.0,197526.0,1.0,PC DSD GIS,P,N KENT DR,N,KENT,KENT DR,329.0,,E141509,1039727.0,447439.0,TUCSON,85710,POINT (-110.8180557769866 32.22532173485597),20151630532,201506,130000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-06-12
133260380,424 N MAGUIRE AV,195975.0,202356.0,201847.0,MAGUIRE,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2263916102,-110.81922562,0.0,195975.0,1.0,PC DSD GIS,P,N MAGUIRE AV,N,MAGUI,MAGUIRE AV,424.0,,E141509,1039361.0,447825.0,TUCSON,85710,POINT (-110.8192256196069 32.22639161031181),20150850370,201502,179000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-26
133260390,8126 E HOLMES PL,196304.0,202020.0,201506.0,HOLMES,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2261994277,-110.818846156,0.0,196304.0,1.0,PC DSD GIS,P,E HOLMES PL,E,HOLME,HOLMES PL,8126.0,,E141509,1039479.0,447756.0,TUCSON,85710,POINT (-110.8188461557232 32.22619942773547),20151350258,201503,199900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-15
133260400,8128 E HOLMES PL,196546.0,201772.0,201258.0,HOLMES,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2260138259,-110.818937717,0.0,196546.0,1.0,PC DSD GIS,P,E HOLMES PL,E,HOLME,HOLMES PL,8128.0,,E141509,1039452.0,447688.0,TUCSON,85710,POINT (-110.8189377166623 32.2260138259388),20152260829,201507,122900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-08-14
133260420,8132 E HOLMES PL,197340.0,200963.0,200448.0,HOLMES,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2254684459,-110.818876163,0.0,197340.0,1.0,PC DSD GIS,P,E HOLMES PL,E,HOLME,HOLMES PL,8132.0,,E141509,1039473.0,447490.0,TUCSON,85710,POINT (-110.8188761634854 32.22546844592437),20152470630,201507,162500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-04
133260760,8202 E 5TH ST,195097.0,203262.0,202754.0,5TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.227043676,-110.817419246,0.0,195097.0,1.0,PC DSD GIS,P,E 5TH ST,E,5TH,5TH ST,8202.0,,E141509,1039917.0,448068.0,TUCSON,85710,POINT (-110.817419245831 32.22704367603137),20152720442,201509,122000,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-09-29
133260870,634 N KENT DR,192129.0,206293.0,205782.0,KENT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2290430975,-110.81666859,0.0,192129.0,1.0,PC DSD GIS,P,N KENT DR,N,KENT,KENT DR,634.0,,E141509,1040142.0,448797.0,TUCSON,85710,POINT (-110.816668589944 32.22904309758433),20152100065,201507,159900,Single Family,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-07-29
133260880,603 N KENT DR,193248.0,205159.0,204649.0,KENT,DR,0.0,0.0,TUC,0.0,2000-02-19,32.228433903,-110.816578311,0.0,193248.0,1.0,PC DSD GIS,P,N KENT DR,N,KENT,KENT DR,603.0,,E141509,1040172.0,448576.0,TUCSON,85710,POINT (-110.8165783108551 32.22843390303593),20151120459,201503,120250,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-04-22
