,ADDRESS,ADPARCEL_,ADPARCEL_I,ADR_ID,AD_STREET,AD_SUFFIX,ANGLE,AREA,CITY_ID,CODE,DATE_ENTER,LAT,LON,PERIMETER,POLYGONID,SCALE,SOURCE,STATUS,STREET,STREET_DIR,STREET_IDX,STREET_NAM,STREET_NO,SUFFIX_DIR,TILE_NAME,X_HPGN,Y_HPGN,ZIPCITY,ZIPCODE,geometry,SequenceNum,SaleDate,SalePrice,PropertyType,IntendedUse,Deed,Financing,ValidationDescription,BuyerSellerRelated,Solar,PersonalProperty,PartialInterest,RecordingDate,SchDistr,X_PRJ,Y_PRJ
134050960,9409 E MAGDALENA RD,218890.0,178996.0,178492.0,MAGDALENA,RD,0.0,0.0,TUC,0.0,2000-02-19,32.2100086212,-110.791611267,0.0,218890.0,1.0,PC DSD GIS,P,E MAGDALENA RD,E,MAGDA,MAGDALENA RD,9409.0,,E141515,1047963.0,441953.0,TUCSON,85710,POINT (848168.9801528374 441911.9412499437),20153100064,201510,140000,Single Family,Rental,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-06,Tucson Unified District,848168.9801528374,441911.9412499437
134051010,9352 E HERMOSA HILLS DR,217211.0,180692.0,180187.0,HERMOSA HILLS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2110077908,-110.792356521,0.0,217211.0,1.0,PC DSD GIS,P,E HERMOSA HILLS DR,E,HERMO,HERMOSA HILLS DR,9352.0,,E141515,1047729.0,442314.0,TUCSON,85710,POINT (847934.6694195702 442273.0300210484),20152090112,201506,185000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-28,Tucson Unified District,847934.6694195702,442273.0300210484
134051050,815 S HERMOSA HILLS PL,217516.0,180386.0,179882.0,HERMOSA HILLS,PL,0.0,0.0,TUC,0.0,2000-02-19,32.210861978,-110.792699207,0.0,217516.0,1.0,PC DSD GIS,P,S HERMOSA HILLS PL,S,HERMO,HERMOSA HILLS PL,815.0,,E141515,1047623.0,442260.0,TUCSON,85710,POINT (847829.2338814697 442218.8736696338),20151130107,201504,120000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-04-23,Tucson Unified District,847829.2338814697,442218.87366963376
134051050,815 S HERMOSA HILLS PL,217516.0,180386.0,179882.0,HERMOSA HILLS,PL,0.0,0.0,TUC,0.0,2000-02-19,32.210861978,-110.792699207,0.0,217516.0,1.0,PC DSD GIS,P,S HERMOSA HILLS PL,S,HERMO,HERMOSA HILLS PL,815.0,,E141515,1047623.0,442260.0,TUCSON,85710,POINT (847829.2338814697 442218.8736696338),20152540232,201508,195000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-11,Tucson Unified District,847829.2338814697,442218.87366963376
13405108A,840 S HERMOSA HILLS PL,218386.0,179504.0,178998.0,HERMOSA HILLS,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2103186154,-110.792798235,0.0,218386.0,1.0,PC DSD GIS,P,S HERMOSA HILLS PL,S,HERMO,HERMOSA HILLS PL,840.0,,E141515,1047595.0,442062.0,TUCSON,85710,POINT (847800.6733073933 442020.8757608085),20151490853,201504,157000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-29,Tucson Unified District,847800.6733073933,442020.87576080847
134051130,750 S HERMOSA HILLS PL,216753.0,181156.0,180652.0,HERMOSA HILLS,PL,0.0,0.0,TUC,0.0,2000-02-19,32.211320373,-110.793352114,0.0,216753.0,1.0,PC DSD GIS,P,S HERMOSA HILLS PL,S,HERMO,HERMOSA HILLS PL,750.0,,E141515,1047420.0,442424.0,TUCSON,85710,POINT (847625.5489111004 442383.5274307959),20152120821,201506,182000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-31,Tucson Unified District,847625.5489111004,442383.52743079595
134051140,9318 E HERMOSA HILLS DR,216366.0,181546.0,181042.0,HERMOSA HILLS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.211558259,-110.793153383,0.0,216366.0,1.0,PC DSD GIS,P,E HERMOSA HILLS DR,E,HERMO,HERMOSA HILLS DR,9318.0,,E141515,1047480.0,442512.0,TUCSON,85710,POINT (847686.1096632731 442470.7140559719),20151420190,201505,107000,Single Family,Rental,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-05-22,Tucson Unified District,847686.1096632731,442470.71405597194
134051140,9318 E HERMOSA HILLS DR,216366.0,181546.0,181042.0,HERMOSA HILLS,DR,0.0,0.0,TUC,0.0,2000-02-19,32.211558259,-110.793153383,0.0,216366.0,1.0,PC DSD GIS,P,E HERMOSA HILLS DR,E,HERMO,HERMOSA HILLS DR,9318.0,,E141515,1047480.0,442512.0,TUCSON,85710,POINT (847686.1096632731 442470.7140559719),20152650566,201509,188000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-22,Tucson Unified District,847686.1096632731,442470.71405597194
134051300,798 S CIUDAD CI,217049.0,180855.0,180350.0,CIUDAD,CI,0.0,0.0,TUC,0.0,2000-02-19,32.211093415,-110.790772051,0.0,217049.0,1.0,PC DSD GIS,P,S CIUDAD CI,S,CIUDA,CIUDAD CI,798.0,,E141515,1048219.0,442350.0,TUCSON,85710,POINT (848424.4109369281 442309.3129267395),20151770307,201506,110000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-26,Tucson Unified District,848424.4109369281,442309.3129267395
134051530,791 S CIUDAD CI,216918.0,180986.0,180481.0,CIUDAD,CI,0.0,0.0,TUC,0.0,2000-02-19,32.211189236,-110.79050717,0.0,216918.0,1.0,PC DSD GIS,P,S CIUDAD CI,S,CIUDA,CIUDAD CI,791.0,,E141515,1048300.0,442386.0,TUCSON,85710,POINT (848505.9716669873 442345.0317170718),20153030295,201510,110000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-10-30,Tucson Unified District,848505.9716669873,442345.0317170718
134051610,800 S CALLE DEL SOL,217265.0,180639.0,180134.0,CALLE DEL SOL,,0.0,0.0,TUC,0.0,2000-02-19,32.210960361,-110.79020325,0.0,217265.0,1.0,PC DSD GIS,P,S CALLE DEL SOL,S,CALLE,CALLE DEL SOL,800.0,,E141515,1048395.0,442304.0,TUCSON,85710,POINT (848600.8456048248 442262.7515542533),20153550587,201511,108000,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-12-21,Tucson Unified District,848600.8456048248,442262.75155425334
134051740,9307 E OLD SPANISH TR,220396.0,177472.0,176973.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2090837075,-110.793865173,0.0,220396.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,9307.0,,E141515,1047270.0,441609.0,TUCSON,85710,POINT (847475.369038509 441568.1609111856),20151960288,201506,70000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-07-15,Tucson Unified District,847475.369038509,441568.16091118555
134051780,9315 E OLD SPANISH TR,220125.0,177746.0,177246.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2092177793,-110.793534967,0.0,220125.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,9315.0,,E141515,1047371.0,441659.0,TUCSON,85710,POINT (847576.9920089402 441618.0042982214),20152320192,201508,41799,Condo/Townhouse,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-08-20,Tucson Unified District,847576.9920089402,441618.00429822144
134051790,9317 E OLD SPANISH TR,220355.0,177513.0,177018.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2091028106,-110.793540219,0.0,220355.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,9317.0,,E141515,1047370.0,441617.0,TUCSON,85710,POINT (847575.8049631359 441576.1612579919),20152680394,201509,50000,Condo/Townhouse,NonPrimary,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-09-25,Tucson Unified District,847575.8049631359,441576.16125799186
134051850,9329 E OLD SPANISH TR,220456.0,177412.0,176914.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2090407133,-110.793395899,0.0,220456.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,9329.0,,E141515,1047415.0,441595.0,TUCSON,85710,POINT (847620.6793519603 441554.0367008867),20151260416,201504,68000,Condo/Townhouse,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-06,Tucson Unified District,847620.6793519603,441554.03670088673
134052000,1070 S FLORAL RIDGE WY,222254.0,175596.0,175097.0,FLORAL RIDGE,WY,0.0,0.0,TUC,0.0,2002-11-05,32.2077874746,-110.793937273,0.0,222254.0,1.0,PC DSD GIS,P,S FLORAL RIDGE WY,S,FLORA,FLORAL RIDGE WY,1070.0,,E141515,1047252.0,441137.0,TUCSON,85710,POINT (847457.9973741143 441096.3534616696),20153570450,201511,159000,Single Family,PrimaryRes,Warranty Deed,Other,Sale to or from a government agency,No,No,No,No,2015-12-23,Tucson Unified District,847457.9973741143,441096.3534616696
134052280,1097 S SPECKLED STONE WY,222618.0,175228.0,174732.0,SPECKLED STONE,WY,0.0,0.0,TUC,0.0,2002-11-05,32.2074951939,-110.79251936,0.0,222618.0,1.0,PC DSD GIS,P,S SPECKLED STONE WY,S,SPECK,SPECKLED STONE WY,1097.0,,E141515,1047692.0,441035.0,TUCSON,85710,POINT (847897.6783189242 440994.6065019956),20152430840,201508,115000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller are related parties or corporate entities,Yes,No,No,No,2015-08-31,Tucson Unified District,847897.6783189242,440994.6065019956
134060330,8115 E MESQUITE RIDGE CI,207209.0,190851.0,190341.0,MESQUITE RIDGE,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2184865371,-110.818290567,0.0,207209.0,1.0,PC DSD GIS,P,E MESQUITE RIDGE CI,E,MESQU,MESQUITE RIDGE CI,8115.0,,E141516,1039680.0,444952.0,TUCSON,85710,POINT (839885.6013389013 444910.839300008),20150160232,201501,150000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-01-16,Tucson Unified District,839885.6013389013,444910.83930000797
134060420,8181 E MESQUITE RIDGE CI,206793.0,191276.0,190761.0,MESQUITE RIDGE,CI,0.0,0.0,TUC,0.0,2000-02-19,32.2187972511,-110.818698685,0.0,206793.0,1.0,PC DSD GIS,P,E MESQUITE RIDGE CI,E,MESQU,MESQUITE RIDGE CI,8181.0,,E141516,1039552.0,445063.0,TUCSON,85710,POINT (839758.2278247274 445022.5874367095),20153170239,201511,97000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-11-13,Tucson Unified District,839758.2278247274,445022.5874367095
134070190,8341 E KORALEE PL,207099.0,190964.0,190448.0,KORALEE,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2185425518,-110.813911482,0.0,207099.0,1.0,PC DSD GIS,P,E KORALEE PL,E,KORAL,KORALEE PL,8341.0,,E141516,1041034.0,444986.0,TUCSON,85710,POINT (841239.7031284955 444945.0950133466),20152150082,201508,99000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-08-03,Tucson Unified District,841239.7031284955,444945.09501334664
134070960,8430 E TIMROD ST,210921.0,187080.0,186583.0,TIMROD,ST,0.0,0.0,TUC,0.0,2000-02-19,32.215475633,-110.812498985,0.0,210921.0,1.0,PC DSD GIS,P,E TIMROD ST,E,TIMRO,TIMROD ST,8430.0,,E141516,1041482.0,443875.0,TUCSON,85710,POINT (841688.0150259741 443833.8282628778),20152390599,201508,120000,Single Family,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-08-27,Tucson Unified District,841688.0150259741,443833.82826287777
134071060,8450 E MALVERN PL,211655.0,186335.0,185838.0,MALVERN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2149151132,-110.81177666,0.0,211655.0,1.0,PC DSD GIS,P,E MALVERN PL,E,MALVE,MALVERN PL,8450.0,,E141516,1041708.0,443673.0,TUCSON,85710,POINT (841913.5124532161 443632.2065756933),20153340771,201510,110000,Single Family,PrimaryRes,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-11-30,Tucson Unified District,841913.5124532161,443632.2065756933
134071290,8532 E DESERT STEPPES DR,211699.0,186289.0,185791.0,DESERT STEPPES,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2148628022,-110.810941699,0.0,211699.0,1.0,PC DSD GIS,P,E DESERT STEPPES DR,E,DESER,DESERT STEPPES DR,8532.0,,E141516,1041966.0,443657.0,TUCSON,85710,POINT (842171.9455182716 443615.8329127672),20152110062,201507,120000,Single Family,NonPrimary,Warranty Deed,Cash,Sale to or from a government agency,No,No,No,No,2015-07-30,Tucson Unified District,842171.9455182716,443615.83291276725
134071430,8569 E DESERT STEPPES DR,212091.0,185892.0,185393.0,DESERT STEPPES,DR,0.0,0.0,TUC,0.0,2000-02-19,32.214574902,-110.809355033,0.0,212091.0,1.0,PC DSD GIS,P,E DESERT STEPPES DR,E,DESER,DESERT STEPPES DR,8569.0,,E141516,1042458.0,443557.0,TUCSON,85710,POINT (842663.7504817435 443516.148901828),20151880398,201507,173000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-07,Tucson Unified District,842663.7504817435,443516.148901828
134071460,8587 E DESERT STEPPES DR,212820.0,185154.0,184654.0,DESERT STEPPES,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2140553653,-110.808929896,0.0,212820.0,1.0,PC DSD GIS,P,E DESERT STEPPES DR,E,DESER,DESERT STEPPES DR,8587.0,,E141516,1042591.0,443369.0,TUCSON,85710,POINT (842797.1867278885 443328.4954671552),20160400107,201512,90000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2016-02-09,Tucson Unified District,842797.1867278885,443328.4954671552
134071640,8417 E KENT PL,213887.0,184056.0,183553.0,KENT,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2132968192,-110.81221008,0.0,213887.0,1.0,PC DSD GIS,P,E KENT PL,E,KENT,KENT PL,8417.0,,E141516,1041580.0,443083.0,TUCSON,85710,POINT (841785.51825732 443042.0877641247),20152880339,201509,125000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-15,Tucson Unified District,841785.51825732,443042.08776412474
134080040,809 S SARNOFF DR,217077.0,180827.0,180322.0,SARNOFF,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2112661062,-110.812748897,0.0,217077.0,1.0,PC DSD GIS,P,S SARNOFF DR,S,SARNO,SARNOFF DR,809.0,,E141516,1041421.0,442342.0,TUCSON,85710,POINT (841626.4628386085 442301.5955485613),20151260361,201503,120000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-05-06,Tucson Unified District,841626.4628386085,442301.59554856125
134080070,8416 E KENYON DR,216482.0,181428.0,180924.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2116470317,-110.812135858,0.0,216482.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8416.0,,E141516,1041609.0,442483.0,TUCSON,85710,POINT (841814.6464650673 442442.1262610357),20151200498,201503,110000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-04-30,Tucson Unified District,841814.6464650673,442442.12626103574
134080070,8416 E KENYON DR,216482.0,181428.0,180924.0,KENYON,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2116470317,-110.812135858,0.0,216482.0,1.0,PC DSD GIS,P,E KENYON DR,E,KENYO,KENYON DR,8416.0,,E141516,1041609.0,442483.0,TUCSON,85710,POINT (841814.6464650673 442442.1262610357),20160280409,201512,171000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-28,Tucson Unified District,841814.6464650673,442442.12626103574
134080590,8516 E CUIN PL,215894.0,182021.0,181518.0,CUIN,PL,0.0,0.0,TUC,0.0,2000-02-19,32.211955761,-110.809829717,0.0,215894.0,1.0,PC DSD GIS,P,E CUIN PL,E,CUIN,CUIN PL,8516.0,,E141516,1042321.0,442603.0,TUCSON,85710,POINT (842526.7587185408 442561.7841927739),20151000493,201504,172900,Single Family,PrimaryRes,Warranty Deed,Cash,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-04-10,Tucson Unified District,842526.7587185408,442561.7841927739
134080740,8548 E ELI ST,216995.0,180909.0,180404.0,ELI,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2112891941,-110.809495687,0.0,216995.0,1.0,PC DSD GIS,P,E ELI ST,E,ELI,ELI ST,8548.0,,E141516,1042427.0,442361.0,TUCSON,85710,POINT (842632.5707689315 442320.3497514589),20150410440,201501,156400,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-02-10,Tucson Unified District,842632.5707689315,442320.3497514589
134080900,8532 E 18TH ST,218274.0,179617.0,179112.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2105554724,-110.810144529,0.0,218274.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8532.0,,E141516,1042229.0,442092.0,TUCSON,85710,POINT (842434.6384352854 442051.3519570859),20152960258,201509,161900,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-10-23,Tucson Unified District,842434.6384352854,442051.3519570859
134080940,8564 E 18TH ST,218256.0,179635.0,179130.0,18TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2105596439,-110.809051488,0.0,218256.0,1.0,PC DSD GIS,P,E 18TH ST,E,18TH,18TH ST,8564.0,,E141516,1042567.0,442097.0,TUCSON,85710,POINT (842772.695048359 442056.3533800322),20160250046,201512,137000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-25,Tucson Unified District,842772.695048359,442056.3533800322
134081040,717 S DESERT STEPPES DR,216425.0,181487.0,180982.0,DESERT STEPPES,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2116541331,-110.808109299,0.0,216425.0,1.0,PC DSD GIS,P,S DESERT STEPPES DR,S,DESER,DESERT STEPPES DR,717.0,,E141516,1042854.0,442498.0,TUCSON,85710,POINT (843060.0003761607 442457.5377276271),20160060438,201512,137500,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2016-01-06,Tucson Unified District,843060.0003761607,442457.5377276271
134081220,900 S ELMERITA AV,219213.0,178671.0,178168.0,ELMERITA,AV,0.0,0.0,TUC,0.0,2000-02-19,32.2099992017,-110.812944851,0.0,219213.0,1.0,PC DSD GIS,P,S ELMERITA AV,S,ELMER,ELMERITA AV,900.0,,E141516,1041365.0,441881.0,TUCSON,85710,POINT (841570.5916199022 441840.0694283433),20152470385,201508,137000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-09-04,Tucson Unified District,841570.5916199022,441840.06942834327
134081250,909 S SARNOFF DR,219827.0,178048.0,177547.0,SARNOFF,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2096104213,-110.81372124,0.0,219827.0,1.0,PC DSD GIS,P,S SARNOFF DR,S,SARNO,SARNOFF DR,909.0,,E141516,1041126.0,441737.0,TUCSON,85710,POINT (841331.9091841343 441696.1638691869),20151550215,201505,75000,Single Family,Rental,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-06-04,Tucson Unified District,841331.9091841343,441696.16386918694
134081250,909 S SARNOFF DR,219827.0,178048.0,177547.0,SARNOFF,DR,0.0,0.0,TUC,0.0,2000-02-19,32.2096104213,-110.81372124,0.0,219827.0,1.0,PC DSD GIS,P,S SARNOFF DR,S,SARNO,SARNOFF DR,909.0,,E141516,1041126.0,441737.0,TUCSON,85710,POINT (841331.9091841343 441696.1638691869),20152090019,201507,97500,Single Family,PrimaryRes,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-07-28,Tucson Unified District,841331.9091841343,441696.16386918694
134081870,8501 E 20TH ST,219879.0,177995.0,177495.0,20TH,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2095471512,-110.811168487,0.0,219879.0,1.0,PC DSD GIS,P,E 20TH ST,E,20TH,20TH ST,8501.0,,E141516,1041916.0,441722.0,TUCSON,85710,POINT (842121.708327608 441681.2613187368),20151550377,201505,150000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-04,Tucson Unified District,842121.708327608,441681.2613187368
134082480,718 S CAMINO SECO,216090.0,181824.0,181322.0,CAMINO SECO,,0.0,0.0,TUC,0.0,2000-02-19,32.2118246228,-110.807333903,0.0,216090.0,1.0,PC DSD GIS,P,S CAMINO SECO,S,CAMIN,CAMINO SECO,718.0,,E141516,1043093.0,442563.0,TUCSON,85710,POINT (843299.1832777298 442522.0380441353),20153100572,201509,145000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-06,Tucson Unified District,843299.1832777298,442522.0380441353
134082570,840 S CAMINO SECO,218673.0,179215.0,178711.0,CAMINO SECO,,0.0,0.0,TUC,0.0,2000-02-19,32.2102614937,-110.807699225,0.0,218673.0,1.0,PC DSD GIS,P,S CAMINO SECO,S,CAMIN,CAMINO SECO,840.0,,E141516,1042986.0,441993.0,TUCSON,85710,POINT (843192.0636370842 441952.2002348878),20150850210,201502,202000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-03-26,Tucson Unified District,843192.0636370842,441952.2002348878
134082650,938 S CAMINO SECO,220300.0,177570.0,177072.0,CAMINO SECO,,0.0,0.0,TUC,0.0,2000-02-19,32.2092500446,-110.80747286,0.0,220300.0,1.0,PC DSD GIS,P,S CAMINO SECO,S,CAMIN,CAMINO SECO,938.0,,E141516,1043060.0,441626.0,TUCSON,85710,POINT (843265.8773499338 441584.9547425118),20153240659,201511,145000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-11-20,Tucson Unified District,843265.8773499338,441584.9547425118
134082740,1044 S SECO PL,221433.0,176429.0,175931.0,SECO,PL,0.0,0.0,TUC,0.0,2000-02-19,32.2085090526,-110.807242813,0.0,221433.0,1.0,PC DSD GIS,P,S SECO PL,S,SECO,SECO PL,1044.0,,E141516,1043134.0,441357.0,TUCSON,85710,POINT (843339.815120964 441316.1142957044),20151820385,201505,160000,Single Family,PrimaryRes,Warranty Deed,Other,Good Sale,No,No,No,No,2015-07-01,Tucson Unified District,843339.815120964,441316.1142957044
13408278A,8485 E 22ND ST,222710.0,175136.0,174640.0,22ND,ST,0.0,0.0,TUC,0.0,2000-02-19,32.2076036257,-110.812228175,0.0,222710.0,1.0,PC DSD GIS,P,E 22ND ST,E,22ND,22ND ST,8485.0,,E141516,1041595.0,441012.0,TUCSON,85710,POINT (841801.2180967793 440970.8303998544),20151350131,201505,9150000,Apartment Building,Unknown,Warranty Deed,Other,Sale under duress,No,No,No,No,2015-05-15,Tucson Unified District,841801.2180967793,440970.8303998544
134082860,8527 E SEABURY CT,222063.0,175789.0,175290.0,SEABURY,CT,0.0,0.0,TUC,0.0,2000-12-04,32.2080562134,-110.810498498,0.0,222063.0,1.0,PC DSD GIS,P,E SEABURY CT,E,SEABU,SEABURY CT,8527.0,,E141516,1042129.0,441182.0,TUCSON,85710,POINT (842334.5207571877 441140.9869310901),20150720644,201502,195000,2-4 Plex,Rental,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-03-13,Tucson Unified District,842334.5207571877,441140.98693109007
134082870,8535 E SEABURY CT,221944.0,175909.0,175410.0,SEABURY,CT,0.0,0.0,TUC,0.0,2000-12-04,32.2081485269,-110.810318756,0.0,221944.0,1.0,PC DSD GIS,P,E SEABURY CT,E,SEABU,SEABURY CT,8535.0,,E141516,1042184.0,441216.0,TUCSON,85710,POINT (842389.7696179592 441175.1432761832),20153290365,201511,210000,2-4 Plex,Rental,Warranty Deed,Cash,Good Sale,No,No,No,No,2015-11-25,Tucson Unified District,842389.7696179592,441175.1432761832
13408290A,8559 E SEABURY CT,222010.0,175842.0,175343.0,SEABURY,CT,0.0,0.0,TUC,0.0,2000-12-04,32.2080923627,-110.809760933,0.0,222010.0,1.0,PC DSD GIS,P,E SEABURY CT,E,SEABU,SEABURY CT,8559.0,,E141516,1042357.0,441197.0,TUCSON,85710,POINT (842562.5168328007 441156.4877429902),20153160610,201511,193000,2-4 Plex,PrimaryRes,Warranty Deed,Other,Buyer/Seller has an Out-Of-State Address,No,No,No,No,2015-11-12,Tucson Unified District,842562.5168328007,441156.4877429902
13408291B,8562 E SEABURY CT,222577.0,175270.0,174772.0,SEABURY,CT,0.0,0.0,TUC,0.0,2000-12-04,32.2076868,-110.809795347,0.0,222577.0,1.0,PC DSD GIS,P,E SEABURY CT,E,SEABU,SEABURY CT,8562.0,,E141516,1042348.0,441050.0,TUCSON,85710,POINT (842553.3929016758 441008.8332232438),20153440261,201510,204000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-12-10,Tucson Unified District,842553.3929016758,441008.8332232438
134083000,1145 S LUSK DR,223264.0,174578.0,174089.0,LUSK,DR,0.0,0.0,TUC,0.0,2000-12-04,32.2071862563,-110.810774537,0.0,223264.0,1.0,PC DSD GIS,P,S LUSK DR,S,LUSK,LUSK DR,1145.0,,E141516,1042047.0,440864.0,TUCSON,85710,POINT (842252.3990993615 440823.6152070554),20151730412,201504,190000,2-4 Plex,Rental,Warranty Deed,Other,Good Sale,No,No,No,No,2015-06-22,Tucson Unified District,842252.3990993615,440823.61520705535
134090030,8400 E BROADWAY BL,204438.0,193703.0,193200.0,BROADWAY,BL,0.0,0.0,TUC,0.0,2000-02-19,32.2205537005,-110.812853304,0.0,204438.0,1.0,PC DSD GIS,P,E BROADWAY BL,E,BROAD,BROADWAY BL,8400.0,,E141516,1041354.0,445721.0,TUCSON,85710,POINT (841559.443171481 445680.1192065827),20150890265,201501,202500,Vacant Land,Unknown,Warranty Deed,Cash,Property type/use code are not consistent,No,No,No,No,2015-03-30,Tucson Unified District,841559.443171481,445680.1192065827
134090090,8550 E OLD SPANISH TR,208358.0,189692.0,189185.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2000-02-19,32.2176015036,-110.809896511,0.0,208358.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,8550.0,,E141516,1042279.0,444656.0,TUCSON,85710,POINT (842484.9340227824 444615.5105561995),20160770427,201512,1550000,Apartment Building,Unknown,Warranty Deed,Other,Good Sale,No,No,No,No,2016-03-17,Tucson Unified District,842484.9340227824,444615.51055619953
13409015G,8437 E OLD SPANISH TR,205466.0,192637.0,192127.0,OLD SPANISH,TR,0.0,0.0,TUC,0.0,2006-07-06,32.2197557776,-110.811710026,0.0,205466.0,1.0,PC DSD GIS,P,E OLD SPANISH TR,E,OLD S,OLD SPANISH TR,8437.0,,E141516,1041710.0,445434.0,TUCSON,85710,POINT (841916.0015363246 445393.467935087),20152100455,201505,139000,Vacant Land,Unknown,Warranty Deed,Cash,Sale under duress,No,No,No,No,2015-07-29,Tucson Unified District,841916.0015363246,445393.46793508704
